Name,Departments,Rating,Difficulty,Courses
Zuhair Mullath,Mathematics,4.9,3,"MATH 6B, MATH 111A, MATH 108B, MATH 108A, MATH 8"
Jillian Mullen,Linguistics,3.8,2.9,"LING 3B, LING W 3C, LING 3C, LING 14, LING W 12"
Charles Mullin,Communication,2.5,3.8,"COMM 113, COMM 179, COMM 145, COMM 132, COMM 114"
Dolly Mullin,Communication,4.1,3.5,"COMM 1, COMM 88, COMM 500"
Evan Murnane,Music,5,2.9,"MUS 11, MUS 4A, MUS 4D"
Alan Murray,Geography,5,4,"GEOG 190, GEOG 191, GEOG 294, GEOG 290, GEOG 596"
Dipali Murti-Hali,Writing,4.3,1.8,"WRIT 2, WRIT 107B, WRIT 105C, WRIT 107G, WRIT 199"
Maitane Muruamendiaraz,Spanish; Literature,5,2,"SPAN 183IA, SPAN 183B, SPAN 154C, C LIT 186B, SPAN 183E"
Karen Myers,Communication,4.4,2.5,"COMM 166, COMM 122, COMM 152, COMM 204M, COMM 199RA"
Robin Nabi,Communication,3.9,4.3,"COMM 117, COMM 139, COMM 181A, COMM 217"
Akos Nagy,Mathematics,3.3,3.4,"MATH 4B, MATH 119A, MATH 145, MATH 8, MATH 119B"
Jessica Nakamura,Theater; Asian American Studies,5,2.3,"THTR 2B, THTR W 2B, THTR 188D, THTR 183EA, THTR 180F"
Clayton Nall,Political Science,3,3.7,"POL S 12, POL S 162, POL S 170, INT 84BW"
Neil Narang,Political Science,5,3.3,"POL S 7, POL S 196, POL S 275"
Jon Nathan,Music,3.6,3.8,"MUS 16, MUS 175K, MUS A 147S, MUS A 144, MUS A 47S"
Harry Nelson,Physics,5,3.1,"PHYS 1, PHYS 4, PHYS 127AL, PHYS 199"
Catherine Nesci,Literature; French,4.4,2.8,"C LIT 50B, FR 50BX, C LIT 101, FR 151B, FR 100"
Chris Newfield,English,3.8,2.4,"ENGL 193, ENGL 197, ENGL 236, ENGL 193S, ENGL 199"
Alice Nguyen,Biology; Biology,1.1,4.2,"EEMB 2, MCDB 1A, EEMB 2LL, MCDB 1B, MCDB 1LL"
Thuc-Quyen Nguyen,Chemistry,4,3.1,"INT 84CB, CHEM 153, CHEM 282C, CHEM 596, CHEM 290"
Andrea Nicolaescu,Linguistics,3.5,4.1,"LING W 3C, LING 3C, LING 12, LING W 12, LING 140"
Nick Nidzieko,Geography,4.8,4,"ENV S 111, GEOG 149, GEOG 104, GEOG 132, GEOG 263"
Evgeny Noi,Geography,3,3,"GEOG W 12, GEOG 172, GEOG 176A"
Andrew Norris,Political Science,3.4,4.4,"POL S 1, POL S 188, POL S 110, POL S 110PC, INT 84BA"
Shane Nourizadeh,Biology; Biology,5,3,"MCDB 111, MCDB 1A, EEMB 157, EEMB 157B, MCDB 112L"
David Novak,Music,1.9,4,"MUS 168G, MUS 168J, INT 84CM, MUS 227, MUS 276B"
Alice O'Connor,History,4.5,3.8,"HIST 74, HIST 5, HIST 178B, HIST 266B, HIST 266A"
Michelle O'Malley,Chemical Engineering,4.5,3.5,"CH E 107, CH E 180A, CH E 173, CH E 272, CH E 198"
Todd Oakley,Biology,3.6,3.1,"EEMB 102, EEMB 112, EEMB 102H, EEMB 595EV, EEMB 596"
Christopher Ograin,Mathematics; Education,4.3,2.8,"MATH 4B, MATH 108A, MATH 101A, MATH 8, MATH 101B"
Sang-Yun Oh,Statistics; Computer Science,2.6,4,"PSTAT 135, PSTAT 126, PSTAT 134, CMPSC 190DE, CMPSC 190DF"
Ben Olguin,English,2.5,3.1,"ENGL 39, ENGL 50, ENGL 34, ENGL 265GW, INT 201GW"
Ryoko Oono,Biology; Biology,2.2,4,"EEMB 3, EEMB 145, EEMB 157C, EEMB 595D, EEMB 194D"
Ryan Oprea,Economics,5,4,"ECON 1, ECON 278A, ECON 278B"
Arlene Ortiz,Psychology,2.5,1.5,"CNCSP 101, CNCSP 215, CNCSP 292, CNCSP 220, CNCSP 274A"
Bahram Osqueezadeh,Music,3,3,"MUS 122D, MUS 22D"
Eva Oxelson,Education,4.5,1.8,"ED 313, ED 261, ED 265A, ED 268"
Raquel Pacheco,Anthropology,5,3,"ANTH 125, ANTH 135, ANTH 250RP"
Anna Pajak,Germanic & Russian Studies,5,1.9,"GER 1, GER 3, GER 116A, GER 5, GER 4"
Jiayin Pan,Mathematics,3.6,3.4,"MATH 6A, MATH 4B, MATH 8, MATH 113"
Sameer Pandya,Asian American Studies,3,4,"AS AM 5, AS AM 100FF, AS AM 158, AS AM 141"
Jea-Hyun Park,Mathematics,3.1,3.4,"MATH 6A, MATH 4A, MATH 104A, MATH 3B, MATH 8"
Sowon Park,English,4.4,4,"ENGL 171NH, ENGL 171, ENGL 170MB, ENGL 185, ENGL 197"
Emma Parker,Education,2.6,2.5,"ED 118, ED 20, ED 197, ED 120"
Lisa Parks,Film,4.8,3.1,"FAMST 101D, FAMST 166TS, FAMST 187RZ, FAMST 241, FAMST 252MD"
David Patterson,Physics,2.7,3.7,"PHYS 115C, PHYS 115A, PHYS 115B, PHYS 128AL, PHYS 123B"
Kathy Patterson,Writing,4,2.7,"WRIT 1, WRIT 50, WRIT 2, WRIT 109SS, WRIT 105CW"
David Paul,Music,4,3.1,"MUS 3B, MUS 116, MUS 5B, MUS 5C"
Hal Pedersen,Statistics,2.1,4,"PSTAT 170, PSTAT 171, PSTAT 173, PSTAT 194FM, INT 84CU"
Constance Penley,Film,3.8,2.4,"FAMST 154PG, FAMST 175, FAMST 187FC, FAMST 190PC, FAMST 252PG"
Sumita Pennathur,Chemistry; Mechanical Engineering; Electrical & Comp. Engineering,4.1,3.6,"ME 141A, ME 292, ECE 141A, ME 141B, CHEM 596"
Elizabeth Perez,Religion; Religious Studies,3.6,2.6,"RG ST 61, RG ST 124G, RG ST 16, RG ST 63, RG ST 110M"
Giuliana Perrone,History,5,3,"HIST 17B, HIST 5, HIST 142AL, HIST 164C, HIST W 17B"
Gareth Peters,Statistics,3.4,3.9,"PSTAT 174, PSTAT 276, PSTAT 176, PSTAT 277B, PSTAT 262FE"
Patrice Petro,Film,5,3.5,"FAMST 192FT, FAMST 240, FAMST 242FS, FAMST 593"
Thomas Pettus,Chemistry,2.5,4.9,"CHEM 109A, CHEM 124, CHEM 163, CHEM 263, CHEM 224"
Kana Pierce,Languages; East Asian Languages & Cultures,5,3.1,"JAPAN 4, JAPAN 2, JAPAN 1, JAPAN 3, JAPAN 120A"
Ann Plane,History,3.3,3.1,"HIST 161B, HIST 192, HIST 9, HIST 161R, HIST 292A"
Kevin Plaxco,Chemistry; Bioengineering,4.3,3.5,"CHEM 147, BIOE 210, BMSE 215, BMSE 201A, BMSE 596"
Gustavo Ponce,Mathematics,3,3.8,"MATH 122A, MATH 108A, MATH 118A, MATH 124A, MATH 118C"
Stephen Poole,Biology,3.8,3.6,"MCDB 101B, MCDB 1A, MCDB 199"
Paula Popescu,Physics,4.3,3,"PHYS 6AL, PHYS 6B, PHYS 6BL, PHYS 6CL, PHYS 3L"
Matt Porter,Mathematics,4.8,2.8,"MATH 4A, MATH 34A, MATH 34B, MATH 3A, MATH 4B"
Susannah Porter,Geology,4.4,2.4,"EARTH 7, EARTH 143, EARTH 227, EARTH 127, EARTH 201A"
Rebecca Powers,French; Literature,1.6,2.9,"C LIT 30C, FR 50CX, C LIT 50C, FR 101C, FR 154I"
Carol Press,Theater; Fine Arts,3.6,2,"DANCE 45, DANCE 199, THTR 29D"
Scott Price,Chemistry,4.6,3.4,"CHEM 1B, CHEM 1A, CHEM 1C, CHEM 196"
Eric Prieto,French; Literature,4.1,3.1,"FR 154G, C LIT 171, FR 154L, FR 151G, FR 101C"
Amy Propen,Writing,4.9,1.8,"WRIT 105M, WRIT 105S, INT 136FC"
Stephen Proulx,Biology,4.5,3.5,"EEMB 138, EEMB 180, EEMB 595TE, EEMB 174, EEMB 194TE"
Mihai Putinar,Mathematics,2.4,4.5,"MATH 4A, MATH 3B, MATH 122A, MATH 118A, MATH 108B"
Cheng-Zhong Qin,Economics,2.5,3.8,"ECON 100B, ECON 116A, ECON 100C, ECON 210C, ECON 290"
Matthew Quirk,Psychology,3,1,"CNCSP 200, CNCSP 199RA, CNCSP 201"
Anthony Radford,Music,4.5,3.5,"MUS A 34, MUS A 134, MUS 27A"
Rita Raley,English,4.5,3.5,"ENGL 10, ENGL 189, ENGL 146SI, ENGL 147SM, ENGL 146AI"
Fabio Rambelli,Religion; Religious Studies; Languages; East Asian Languages & Cultures; Ethnic Studies,3.8,2.6,"EACS 4A, INT 137RP, RG ST 167A, JAPAN 175B, RG ST 175B"
Swati Rana,English,3,3.1,"ENGL 50, ENGL 134RJ, ENGL 109, ENGL 197, ENGL 50S"
Erika Rappaport,History,4.3,2.6,"HIST 4C, HIST 193F, HIST 141B, HIST 124A, HIST 200E"
Kyle Ratner,Psychology,4.6,2.3,"PSY 10B, PSY 152, PSY 238, PSY 199"
Uma Ravat,Statistics,3,4.5,"PSTATW 120A, PSTAT 10, PSTAT 120A, PSTAT 120B, PSTAT 194CS"
Morgan Raven,Geology,3.1,3.8,"EARTH 4, EARTH 163, EARTH 266, EARTH 194BG, EARTH 270MR"
Elena Raymond,Sociology; Feminist Studies,4,3.5,"SOC 164, SOC 185G, SOC 145, SOC 185S, SOC 185C"
Geoffrey Raymond,Sociology,4.6,2.6,"SOC 174P, SOC 185E, SOC 136A, SOC 294, SOC 596"
Javier Read de Alaniz,Chemistry,4.8,4,"CHEM 109B, CHEM 109C, CHEM 109AH, CHEM 129, CHEM 223"
Ben Reese,Psychology; Biology,3,5,"PSY 135, PSY 163BR, PSY 132, PSY 163RE, MCDB 596"
Daniel Reeve,English,3,3.6,"ENGL 101, ENGL 115, ENGL 110A, ENGL 152B, ENGL 10"
Norbert Reich,Chemistry,2.6,4.1,"CHEM 142A, CHEM 125L, CHEM 142B, CHEM 149, CHEM 142C"
Scott Reid,Communication,3.9,3.9,"COMM 109, COMM 104, COMM 123, COMM 181A, COMM 181B"
Dwight Reynolds,Religion; Religious Studies; Literature,4.9,2,"C LIT 32, RG ST 289A, RG ST 148A, RG ST 289C, RG ST 148B"
Ronald Rice,Communication,4.8,3.3,"COMM 169, COMM 163, COMM 212, COMM 200"
Chris Richardson,Biology,4.6,3.4,"MCDB 101A, MCDB 260, MCDB 101AH"
Matt Richardson,Feminist Studies,2.4,3,"FEMST 80, FEMST 180, FEMST 164, FEMST 185MR, FEMST 250AG"
Jeff Richman,Physics,3,3.8,"PHYS 125, PHYS 225A, PHYS 225B"
Rebeca Mireles-Rios,Education,4,2,"ED 111, ED 123, ED 197, ED 211G, ED 146"
Victor Rios,Sociology,4.3,2,"SOC 164, SOC 170J, SOC 213"
Matt Rioux,Geology,5,3.5,"EARTH 2, EARTH 114, EARTH 104A, EARTH 102A, EARTH 115"
Dar Roberts,Geography,4.5,3.6,"GEOG 4, GEOG 140, GEOG 175, GEOG 214B, GEOG 277"
Luke Roberts,Languages; East Asian Languages & Cultures; History,4.4,2.8,"HIST 2B, HIST 87, HIST 187S, HIST 187A, HIST 9"
John Robertson,Linguistics,3.6,3.1,"LING 3B, LING 3C, LING 12, LING 8"
Teresa Robertson,Philosophy,3.4,4.1,"PHIL 183, PHIL 116, PHIL 184, PHIL 150E, PHIL 284G"
William Robinson,Sociology,3.9,3.4,"SOC 122GI, SOC 130GR, SOC 130LA, SOC 185RT, SOC 130SG"
Celia Rodriguez,Chicano Studies,5,2,"CH ST 125A, CH ST 125B, CH ST 137, CH ST 128, CH ST 191HR"
James Roney,Psychology,3.4,3.6,"PSY 146, PSY 155L, PSY 594JR, PSY 247, PSY 199"
Kenneth Rose,Electrical & Comp. Engineering; Computer Science,4.6,3.3,"ECE 139, ECE 178, ECE 277, ECE 242, ECE 205"
Elissa Ross,Education,4,1,"ED 128, ED 130"
Lee Rothfarb,Music,2.9,3.7,"MUS 275, MUS 252A, MUS 160C, MUS 595, MUS 251A"
Joel Rothman,Biology,4.5,3.4,"MCDB 110, MCDB 225, MCDB 224, BMSE 210, MCDB 194KF"
Heather Royer,Economics,3.9,3.2,"ECON 96, ECON 245J, ECON 290"
Trevor Ruiz,Statistics; Computer Science,3.8,3,"PSTAT 100, PSTAT 120B, PSTAT 126, PSTAT 131, PSTAT 197A"
Peter Rupert,Economics,2.7,3.8,"ECON 135, ECON 150B, ECON 204B, ECON 253A"
Kevin Rutherford,Writing,4.4,2.5,"WRIT 105C, WRIT 50, WRIT 105R, WRIT 2, WRIT 105M"
Adam Sabra,History,3.5,3.8,"HIST 145B, HIST 46A, HIST 145C, HIST 145A, HIST 202"
Cyrus Safinya,Biology; Physics,2.5,2,"PHYS 135, MATRL 135, MATRL 276A, BMSE 276B, MATRL 276B"
Tanaka Saldivar,Anthropology,4.3,2.3,"ANTH 113, ANTH 197ES, ANTH 108, ANTH 129, ANTH 195A"
Muniba Saleem,Communication,4.4,2.6,"COMM 113, COMM 114, COMM 102, COMM W 113, COMM 594MD"
Loai Salem,Electrical & Comp. Engineering,4,3.1,"ECE 10A, ECE 10AL, ECE 142, ECE 10BL, ECE 10B"
Salem Rammy,Psychology,1,4,"PSY 140, PSY 10A, PSY 10B, PSY 102"
Nathan Salmon,Philosophy,3.1,3.4,"PHIL 100C, PHIL 183, PHIL 116, PHIL 184, PHIL 173"
Glyn Salton Cox,English,5,3,"ENGL 122EE, ENGL 122RS, ENGL 122UM, INT 136FL, ENGL 197"
Russell Samolsky,English,4.5,3,"ENGL 128GN, ENGL 165AE, ENGL 128AF, ENGL 197, ENGL 234"
Robert Samuels,Writing,3.4,2.8,"WRIT 105R, WRIT 105PD, WRIT 109F, WRIT 109SS, INT 136SB"
Micaela Diaz Sanchez,Chicano Studies,2.9,2.5,"CH ST 109, CH ST 161, CH ST 178A, CH ST 230C, CH ST 193"
Alyson Santoro,Biology,5,2.3,"EEMB 144, EEMB 150A, INT 84BV, EEMB 144L, EEMB 595MM"
Bhaskar Sarkar,Film,3.3,3.5,"FAMST 155SR, FAMST 192CT, FAMST 124, FAMST 119ML, FAMST 226"
Elizabeth Saur,Writing,5,3,"WRIT 1, WRIT 2, WRIT 105R, WRIT 109ED, WRIT 109HU"
Nathan Schley,Mathematics,3.1,4.4,"MATH 4B, MATH 34A, MATH 4A, MATH 34B, MATH 6A"
Russell Schmitt,Biology,4.9,3.4,"EEMB 142A, EEMB 142AL, EEMB 152, ENV S 152, EEMB 595P"
Nick Schneider,Economics,3.9,3,"ECON 138A, ECON 138B"
Emmanuela Schoinoplokaki,Classics,5,1,"GREEK 10A, GREEK 10B"
Jonathan Schooler,Psychology,3.6,3.3,"PSY 108, PSY 121, PSY 120, PSY 160JS, PSY 117"
Clint Schow,Electrical & Comp. Engineering,3.5,4.8,"ECE 10B, ECE 10BL, ECE 201A, ECE 265, ECE 192"
John Schranck,Literature; Writing,5,2.9,"WRIT 2, C LIT 27, WRIT 105C, C LIT 100, WRIT 1"
Jon Schuller,Electrical & Comp. Engineering,3.5,4,"ECE 162A, ECE 261, ECE 211A, MATRL 162A"
Scott Shell,Chemistry; Chemical Engineering,4.8,3.3,"CH E 110B, CH E 240A, CH E 246, CHEM 279, CHEM 596"
Vickie Scott,Theater,3.4,2.9,"THTR W 19, THTR 130, THTR 23, THTR 123, THTR 196"
Samantha Scudder,Psychology,4.5,3.1,"PSY 106, PSY 133, PSY 111"
Noah Segal,Classics; Classics; Classics,4.3,2.6,"CLASS 40, CLASS 150, CLASS 20B, CLASS 130, CLASS 170"
Rachel Segalman,Chemical Engineering,5,3,"CH E 160, CH E 260, MATRL 160"
Denise Segura,Sociology,2.6,3.9,"SOC 144LA, SOC 153, SOC 144, SOC 155W, SOC 215A"
Sherene Seikaly,History,4.5,3.8,"HIST 46B, HIST 146, HIST 146T, HIST 146BQ, HIST 201ME"
Pradeep Sen,Electrical & Comp. Engineering; Computer Science,3.5,4.4,"ECE 178, ECE 194M, ECE 130B, ECE 194P, CMPSC 280"
Lior Sepunaru,Chemistry,5,4.6,"CHEM 1B, CHEM 112A, CHEM 113A, CHEM 2B, CHEM 112C"
Shaya Shakerian,Mathematics,4.4,2.6,"MATH 6B, MATH 3B, MATH 117"
Joan Shea,Chemistry,3.6,3.2,"CHEM 290, CHEM 596"
Chuck Sheffield,Theater,4.9,1.7,"THTR 22, THTR 149, THTR 29D, THTR 29B, THTR 29A"
Laila Sakr,Film,5,2,"FAMST 165AC, FAMST 122ME, FAMST 109GA, FAMST 189AC, FAMST 189FT"
David Sherman,Psychology,3.6,3.3,"PSY 159, PSY 150L, PSY 160DS, PSY 202, PSY 210"
Mark Sherwin,Physics,2,3.9,"PHYS 21, PHYS 104, PHYS 106, PHYS 250, PHYS 99"
Timothy Sherwood,Computer Science,5,2.8,"CMPSC 64, CMPSC 293E, CMPSC 196, CMPSC 596"
Teresa Shewry,English,5,2.5,"ENGL 192FE, ENGL 122FE, ENGL 104B, ENGL 165LP, ENGL 197"
Amit Shilo,Classics; Classics,3.1,2.8,"CLASS 40, CLASS 101, GREEK 1, GREEK 3, GREEK 2"
Mark Shishim,Education,4.7,2.9,"INT 95A, ED 191W, INT 95C, INT 95B, ED 199"
Alexander Shkolnik,Statistics,3.8,4.5,"PSTAT 160B, PSTAT 262MC, PSTAT 223C, PSTAT 199, PSTAT 223A"
Tom Sideris,Mathematics,2.9,3.6,"MATH 3A, MATH 108A, MATH 124B, MATH 119B, MATH 246C"
Greg Siegel,Film,3.4,4.1,"FAMST 70, FAMST 192PM, FAMST 166AI, FAMST 189SM, FAMST 231"
Julie Simpson,Biology,3.9,4.1,"MCDB 101B, MCDB 101BH, MCDB 221, MCDB 254, BMSE 210"
Ambuj Singh,Computer Science; Statistics,2.5,3.8,"CMPSC 130A, PSTAT 197A, CMPSC 130B, CMPSC 190DD, CMPSC 292F"
Satyajit Singh,Political Science; Global & International Studies,4.3,3.1,"GLOBL 2, POL S 140, POL S 130, POL S 106PW, GLOBL 197"
Zach Sisco,Computer Science,4.3,2.8,"CMPSC 32, CMPSC 16, CMPSC 138, CMPSC 24"
Tina Sloan,Education,4.9,2.6,"ED 150, ED 312, ED 282"
Eric Smith,Political Science; Environmental Science & Mgmt.,4.1,3,"POL S 12, POL S 175, POL S 155L, POL S 155, ENV S 178"
Ikuko Smith,Biology; Psychology,2.5,3,"MCDB 260, MCDB 126B, PSY 162, PSY 163IS, MCDB 223"
Kenneth Smith,Writing,5,2.4,"WRIT 50E, WRIT 107T, WRIT 2, WRIT 109ST, WRIT 105SW"
Steve Smith,Psychology,5,2,"CNCSP 101, CNCSP 216, CNCSP 210, CNCSP 251"
Stuart Smith,Anthropology,3.3,3.3,"ANTH 3, ANTH 203, ANTH 201A, ANTH 199RA"
William Smith,Biology,3.1,3.9,"MCDB 1B, MCDB 140L, MCDB 596"
Sharon Solis,Computer Science; Statistics,4.9,2.3,"CMPSC 8, CMPSC 5A, PSTAT 8, CMPSC 90DB, CMPSC 90DA"
Paul Sonnino,History,2.9,3.5,"HIST 4B, HIST 129C, HIST 129D, HIST 129E, HIST 129A"
Madeline Sorapure,Writing,4.6,2.5,"WRIT 155B, WRIT 105M, WRIT 155A, WRIT 28, INT 28"
Kimberly Soriano,Feminist Studies,4,1,"FEMST 20, FEMSTW 20, FEMST 151AA"
Paul Spickard,History,4.1,3.1,"HIST 2C, HIST 168N, HIST 164IB, HIST 203B, HIST 201RE"
Thomas Tommy Sprague,Psychology,4.6,2.8,"PSY 108, PSY 163TS, PSY 221B, PSY 594TS"
Martha Sprigge,Music,5,3,"MUS 10A, MUS 119A, MUS 10B, MUS 267, MUS 199"
Todd Squires,Chemical Engineering,4.5,3.3,"CH E 180A, CH E 180B, CH E 132B, CH E 126, CH E 132A"
Misha Sra,Computer Science,3.8,3,"CMPSC 190I, CMPSC 185, CMPSC 291A, CMPSC 596"
Amanda Stansell,Writing,4.5,2.6,"WRIT 50E, WRIT 109ST, WRIT 2E, WRIT 105SW, WRIT 109HP"
Richard Startz,Economics,3.5,4.4,"ECON 140A, ECON 145, ECON 241A, ECON 245M, ECON 245B"
Dominic Steavu-Balint,Religion; Religious Studies; Ethnic Studies; Languages,4.8,2.5,"EACS 4A, RG ST 4, CHIN 101A, RG ST 48, EACS 47"
Doug Steigerwald,Economics,3.8,5,"ECON 140A, ECON 140B, ECON 241B, ECON 245H, ECON 290"
Daniel Stein,Theater,5,2,"INT 84CE, THTR 199, THTR 10A, THTR 110C, THTR 10B"
Cheri Steinkellner,Film,4.8,1.6,"FAMST 54, FAMST 113PW, FAMST 113SW"
Vitas Stevenson,Psychology,4.8,1.6,"CNCSP 215, CNCSP 214, CNCSP 293, CNCSP 262C"
Jeffrey Stewart,Fine Arts; Black Studies,4.1,2.7,"ART 1C, BL ST 14, BL ST 1, BL ST 45, BL ST 154"
